,Image,Information,Rating,Latitude,Longitude,Label
46,data/Banh_mi/q5.jpg,Bánh mì Bùi Thị Xuân,4.2,10.769900746980216,106.68822297128294,5
47,data/Banh_pia/q1.jpg,Bánh Pía Sóc Trăng - Vietnam Snacks & Souvenirs - Hương Việt,4.9,10.768991215956504,106.69957346830913,6
48,data/Banh_pia/q2.png,Bánh Pía Sóc Trăng,4.6,10.807659807795137,106.67961652260882,6
49,data/Banh_pia/q3.jpg,Đại Lý Bánh Pía Tân Huê Viên,4.6,10.772534323700317,106.67866344494938,6
50,data/Banh_tet/q1.jpg,Bánh Tét Chuối Thành Nam,4.4,10.806230165812297,106.6931353655416,7
51,data/Banh_tet/q2.jpg,Tra Cuon banh Tet,3.7,10.790374882297185,106.69050619400456,7
52,data/Banh_tet/q3.jpg,Bánh tét Trà Cuôn - Đặc Sản Trà Vinh,4.8,10.800083673494958,106.63959579999413,7
53,data/Banh_tet/q4.jpg,Bánh Tét Ngon,2.9,10.779933483632226,106.6488875312776,7
54,data/Banh_trang_nuong/q1.jpg,Bánh Tráng Nướng Cô Mập,4.8,10.77254457856151,106.70447233937573,23
55,data/Banh_trang_nuong/q2.jpg,Banh Trang Nuong Hai Chi Em Binh Dan,4.8,10.772761961052009,106.70455682895812,23
56,data/Banh_trang_nuong/q3.jpg,Bánh tráng nướng Giòn Giòn,4.7,10.772580150251825,106.70473117254312,23
57,data/Banh_trang_nuong/q4.jpg,Bánh Tráng Nướng Sài Gòn-121Lê Lợi - Phường Bến Thành - Quận 1-Tphcm,5.0,10.772870189125236,106.6999817423224,23
58,data/Banh_xeo/q1.jpg,Bánh xèo Bà Hai,4.4,10.762500220772216,106.70629920222235,8
59,data/Banh_xeo/q2.jpg,XÈO Restaurant - MeKong food,4.8,10.769254857360682,106.6970715631224,8
60,data/Banh_xeo/q3.jpg,Bánh Xèo Bình Định Nẫu Ơi,4.1,10.805292506963507,106.72112049484728,8
61,data/Banh_xeo/q4.jpg,Bánh xèo rau rừng A Đạt,4.1,10.814645962897012,106.67947718922515,8
62,data/Bun_bo_Hue/q1.jpg,Bún Bò Huế Kim Hương,4.1,10.80932319244559,106.69664527111702,9
63,data/Bun_bo_Hue/q2.jpg,Quán Bún Bò Huế O Lê,4.1,10.8326624983587,106.67295228696725,9
64,data/Bun_bo_Hue/q3.jpg,Bún Bò Huế Bối Lạc Gia,4.9,10.845333163068124,106.66364433103595,9
65,data/Bun_bo_Hue/q4.jpg,Quán Ăn Huế O Xuân,3.8,10.791507236528728,106.69121172844244,9
66,data/Bun_dau_mam_tom/q1.jpg,Bún Đậu Mắm Tôm Chí Phèo,4.0,10.805098899764792,106.71579529701944,10
67,data/Bun_dau_mam_tom/q2.jpg,Bún Đậu Mắm Tôm - VUA ĐẬU & BÚN ĐẬU NHÀ VUA - 254 Vạn Kiếp,5.0,10.79751213888616,106.69361322944184,10
68,data/Bun_dau_mam_tom/q3.jpg,Bún Đậu Mắm Tôm - Xồm chi nhánh 1,4.6,10.821631953812446,106.68810810924886,10
69,data/Bun_dau_mam_tom/q4.jpg,Bún Đậu A Vừng,4.0,10.769499881857774,106.68689881533751,10
70,data/Bun_mam/q1.jpg,BÚN MẮM 444,4.2,10.813197522274658,106.68982027574349,11
71,data/Bun_mam/q2.jpeg,Bún mắm miền tây Dung,4.4,10.801804356077495,106.71236668833735,11
72,data/Bun_mam/q3.jpg,Bún mắm Cô Ba,4.3,10.84375830576148,106.63964067511634,11
73,data/Bun_mam/q4.jpg,Bún mắm,4.6,10.789555065330818,106.73417442143436,11
74,data/Bun_rieu/q1.jpg,Bún Riêu Tóp Mỡ Huyền Anh - Cơ Sở 29,4.8,10.790616521491463,106.73008213249624,12
75,data/Bun_rieu/q2.jpg,Bếp Cô Duyên - Bún Riêu Tóp Mỡ Mọc Giòn,4.6,10.799301232205783,106.738618076736,12
76,data/Bun_rieu/q3.jpg,Bun Rieu Bao Tram,4.5,10.82785925324585,106.69127567201404,12
77,data/Bun_rieu/q4.jpg,Bún riêu 19 Tăng Bạt Hổ,4.3,10.811409704000615,106.69457409167954,12
78,data/Bun_thit_nuong/q1.jpg,Quán Bún Thịt Nướng Cây Mận,3.6,10.807111478697871,106.6989197395086,13
79,data/Bun_thit_nuong/q2.jpg,Quán Sáu Cậu - Bún Thịt Nướng,4.4,10.808945238484876,106.69658134723288,13
80,data/Bun_thit_nuong/q3.jpg,Bún Thịt Nướng Kiều Bảo 2,4.3,10.837893371190654,106.65342936476377,13
81,data/Bun_thit_nuong/q4.jpg,Bún Thịt Nướng Cô Tín,3.0,10.840366440746164,106.63778576999312,13
82,data/Ca_kho_to/q1.jpg,Tiệm Cơm Kho Tộ,4.2,10.796660383897835,106.66743723869644,14
83,data/Ca_kho_to/q2.jpg,Cơm quê Mười Khó,3.8,10.778825959997915,106.6907980888906,14
84,data/Ca_kho_to/q3.jpg,Quán ăn canh chua cá kho tộ,4.7,11.06863622925722,106.6275783355762,14
85,data/Canh_chua/q1.jpg,Tiệm Cơm Kho Tộ,4.2,10.796660383897835,106.66743723869644,24
86,data/Canh_chua/q2.jpg,Cơm quê Mười Khó,3.8,10.778825959997915,106.6907980888906,24
87,data/Canh_chua/q3.jpg,Quán ăn canh chua cá kho tộ,4.7,11.06863622925722,106.6275783355762,24
88,data/Cao_lau/q1.jpg,Cô Ba Ân - Cao lầu Hội An,4.7,10.780516536062118,106.6761505423603,25
89,data/Cao_lau/q2.jpg,Mì Quảng Cao Lầu Gánh Hội An,4.8,10.882481242338065,106.60809605723344,25
90,data/Cao_lau/q3.jpg,Quán Mì-Quảng Cao-Lầu Hội-An,4.7,10.796248659324418,106.63037981057867,25
91,data/Cao_lau/q4.jpg,Quán Cao Lầu - Mì Quảng Đức Anh,4.9,10.767877333650752,106.70032478833738,25
92,data/Chao_long/q1.jpg,Cháo lòng BẢO DUY,4.9,10.8027567465096,106.71355162895728,26
93,data/Chao_long/q2.jpeg,Cháo Lòng Nam Định 18A,4.6,10.813507166669146,106.69700581213104,26
94,data/Chao_long/q3.jpg,Quán Cháo Lòng Huyền Vũ,3.8,10.815153957657913,106.6763467379843,26
95,data/Chao_long/q4.jpg,Cháo Lòng - Má Heo Quán Cây Sung,4.5,10.83274821648999,106.68461771692208,26
96,data/Com_tam/q1.jpg,Cơm tấm Phúc Lộc Thọ Lê Đức Thọ,3.6,10.832316237106138,106.68283254609692,15
97,data/Com_tam/q2.jpg,CƠM TẤM 365,4.7,10.803168422791895,106.71968824182784,15
98,data/Com_tam/q3.jpg,Cơm Tấm Mười,4.5,10.80023522438539,106.71240652108727,15
99,data/Com_tam/q4.jpg,Cơm tấm 111 Phan Văn Trị,4.3,10.835115433377862,106.6662142704213,15
100,data/Goi_cuon/q1.jpg,Bánh Cuốn Hồng Hạnh,3.9,10.7853170078872,106.7004818219924,16
101,data/Goi_cuon/q2.jpeg,Gỏi Cuốn Bò Bía Bùi Viện,4.8,10.767189857441942,106.69217831778514,16
102,data/Goi_cuon/q3.jpg,Gỏi Cuốn Cô Chi,4.7,10.806166317302232,106.69727295575323,16
103,data/Goi_cuon/q4.jpg,Gỏi cuốn Healthy cô Hằng - 110 Nguyễn Cửu Vân,3.8,10.797048503341362,106.70480073796796,16
104,data/Hu_tieu/q1.jpg,Hủ Tiếu Cô Sáu Sa Đéc,4.8,10.801207123641472,106.69333955049996,17
105,data/Hu_tieu/q2.jpg,Mì - Sủi Cảo - Hủ Tiếu 68,4.3,10.792889702676476,106.7090304360104,17
106,data/Hu_tieu/q3.jpg,Hủ Tiếu Cô Hạnh | Hủ Tiếu Ngon Lê Lợi | Hủ Tiếu Ngon Gò Vấp,4.2,10.818934989758525,106.68584781625388,17
107,data/Hu_tieu/q4.jpg,Quán Hủ Tiếu Nam Vang Hai Thóc,4.9,10.837265144523768,106.65964342328988,17
108,data/Mi_quang/q1.jpg,Mì Quảng Một Góc Nhà,4.6,10.803678832296647,106.70205400449812,27
109,data/Mi_quang/q2.jpg,Mì Quảng Hội An Quán,4.0,10.807595684290638,106.70172521728412,27
110,data/Mi_quang/q3.jpg,Mì Quảng Vinh,4.3,10.840491085926534,106.66252277117074,27
111,data/Mi_quang/q4.jpg,Mì Quảng 3 Anh Em,4.0,10.814787217284936,106.68125617549444,27
112,data/Nem_chua/q1.png,Nem Chua Thanh Hoá tại hồ chí Minh,4.3,10.803689251487128,106.66077693311304,28
113,data/Nem_chua/q2.jpg,Nechura - Nem chua rán Hà Nội - Lê Văn Sỹ,5.0,10.7910597856085,106.67171523008632,28
114,data/Nem_chua/q3.jpg,BÁNH CUỐN TÂY SƠN ( MsSmile FOOD ),4.2,10.815930572325804,106.6833578080615,28
115,data/Pho/q1.jpg,Phở Hiền,4.3,10.807063480953852,106.7116478600112,18
116,data/Pho/q2.jpg,Phở Hương Bình,4.5,10.80686862515658,106.69785681778514,18
117,data/Pho/q3.jpg,Phở Lý Quốc Sư - Gò Vấp,4.8,10.815709788725698,106.67809811936586,18
118,data/Pho/q4.jpg,Phở Kiêm,4.1,10.83314647903194,106.6703543999941,18
119,data/Xoi_xeo/q1.jpg,MR_XÔI - XÔI GÀ _ XÔI XÉO _ XÔI BẮC,5.0,10.845009448686216,106.66028988470948,29
120,data/Xoi_xeo/q2.jpg,Xôi Làng Nghề - Chuẩn Vị Bắc - Nguyễn Công Trứ Q1,4.5,10.769674302691506,106.70275401347688,29
121,data/Xoi_xeo/q3.jpg,Xôi xéo Hà Nội,4.3,10.788259795364771,106.6916380978201,29
